t (ms);Axis_1 [1] Default\P-Parameter\P-0-0065 Absolute voltage value, actual value(V eff);Axis_1 [1] Default\P-Parameter\P-0-0067 Phase current U, actual value(A);Axis_1 [1] Default\P-Parameter\P-0-0068 Phase current V, actual value(A);Axis_1 [1] Default\S-Parameter\S-0-0380 DC bus voltage(V)
1662,5;3,6;0,04;0,17;561;
1663;3,3;0,06;0,175;561;
1663,5;4;0,036;0,185;560,9;
1664;5;0,037;0,155;560,9;
1664,5;3,3;0,025;0,198;560,7;
1665;3,9;0,027;0,174;560,7;
1665,5;2,3;0,052;0,204;560,7;
1666;2,6;0,056;0,203;560,6;
1666,5;1;0,057;0,209;560,6;
1667;3,6;0,05;0,191;560,6;
1667,5;3,3;0,031;0,185;560,5;
1668;3,5;0,046;0,195;560,5;
1668,5;2,6;0,037;0,156;560,4;
1669;4,4;0,06;0,167;560,3;
1669,5;4,7;0,069;0,171;560,3;
1670;4,1;0,052;0,18;560,2;
1670,5;1,1;0,061;0,2;560,2;
1671;2,8;0,041;0,223;560,3;
1671,5;3,2;0,061;0,198;561,2;
1672;2,3;0,055;0,16;561,2;
1672,5;2,6;0,045;0,2;561,2;
1673;3;0,045;0,185;561,2;
1673,5;4,7;0,031;0,162;561,1;
1674;3,4;0,061;0,212;561;
1674,5;3;0,075;0,201;561,1;
1675;4;0,044;0,142;561;
1675,5;2,8;0,086;0,169;560,9;
1676;4,8;0,036;0,17;560,9;
1676,5;3,8;0,06;0,191;560,8;
1677;3;0,06;0,176;560,7;
1677,5;3,5;0,07;0,176;560,7;
1678;4,5;0,032;0,13;560,7;
1678,5;3,8;0,064;0,205;560,7;
1679;4,1;0,064;0,154;560,7;
1679,5;4,3;0,055;0,136;560,7;
1680;4,2;0,042;0,161;560,6;
1680,5;2;0,081;0,21;560,5;
1681;2;0,055;0,17;560,6;
1681,5;3,6;0,07;0,169;561,3;
1682;3,1;0,054;0,176;561,3;
1682,5;5,8;0,037;0,125;561,2;
1683;2;0,072;0,215;561,2;
1683,5;2,3;0,065;0,196;561,1;
1684;3;0,032;0,176;561;
1684,5;5,8;0,045;0,118;561,1;
1685;1,9;0,067;0,21;560,9;
1685,5;2,8;0,044;0,167;560,9;
1686;2,7;0,032;0,2;560,8;
1686,5;4,4;0,069;0,156;560,8;
1687;5;0,064;0,14;560,7;
1687,5;2,8;0,057;0,19;560,7;
1688;2,4;0,056;0,172;560,6;
1688,5;3,2;0,035;0,167;560,6;
1689;3,6;0,044;0,22;560,5;
1689,5;2,5;0,026;0,19;560,5;
1690;3,7;0,049;0,152;560,4;
1690,5;4,2;0,057;0,209;560,4;
1691;3;0,044;0,198;560,6;
1691,5;2,3;0,046;0,199;561,4;
1692;3,7;0,055;0,169;561,4;
1692,5;6,1;0,046;0,156;561,3;
1693;4,3;0,059;0,169;561,3;
1693,5;3,9;0,012;0,18;561,2;
1694;4,1;0,037;0,16;561,2;
1694,5;3,2;0,057;0,185;561,1;
1695;3,9;0,04;0,181;561;
1695,5;4,1;0,035;0,175;561;
1696;3,8;0,041;0,16;561;
1696,5;2,4;0,054;0,205;560,9;
1697;3,5;0,032;0,18;560,9;
1697,5;3,6;0,057;0,159;560,9;
1698;3,1;0,074;0,195;560,8;
1698,5;4,4;0,049;0,177;560,8;
1699;3,8;0,035;0,159;560,7;
1699,5;4,6;0,047;0,142;560,7;
1700;2,7;0,061;0,209;560,7;
1700,5;3,7;0,071;0,155;560,7;
1701;3,4;0,045;0,148;560,8;
1701,5;4,5;0,04;0,151;561,6;
1702;1,3;0,074;0,222;561,6;
1702,5;2,8;0,06;0,181;561,5;
1703;4,3;0,05;0,179;561,5;
1703,5;2,9;0,045;0,183;561,4;
1704;3,1;0,05;0,19;561,4;
1704,5;3,9;0,049;0,171;561,4;
1705;1;0,047;0,23;561,3;
1705,5;2,9;0,046;0,18;561,2;
1706;3,6;0,067;0,154;561,2;
1706,5;4;0,052;0,162;561,2;
1707;2,7;0,042;0,159;561,1;
1707,5;3,7;0,075;0,162;561,1;
1708;3,3;0,06;0,184;561;
1708,5;2,6;0,032;0,203;560,9;
1709;5,9;0,042;0,161;560,9;
1709,5;2,3;0,072;0,183;560,8;
1710;4,1;0,042;0,166;560,7;
1710,5;4,1;0,061;0,18;560,7;
1711;4,1;0,045;0,196;560,9;
1711,5;3,8;0,074;0,156;561,7;
1712;5,4;0,012;0,131;561,7;
1712,5;3,3;0,033;0,176;561,7;
1713;1;0,057;0,224;561,5;
1713,5;3,3;0,045;0,181;561,5;
1714;2,3;0,047;0,205;561,5;
1714,5;3,1;0,059;0,198;561,5;
1715;3,8;0,052;0,161;561,3;
1715,5;4,7;0,037;0,183;561,3;
1716;3,2;0,046;0,195;561,2;
1716,5;3,2;0,055;0,166;561,3;
1717;2,8;0,066;0,177;561,1;
1717,5;3,6;0,061;0,162;561,1;
1718;2,8;0,062;0,21;561,2;
1718,5;2,7;0,05;0,203;561,1;
1719;3,6;0,07;0,159;561,1;
1719,5;2,8;0,056;0,19;561;
1720;5,1;0,037;0,133;561;
1720,5;2,7;0,065;0,229;561;
1721;1,8;0,041;0,206;561,1;
1721,5;2,7;0,056;0,157;561,9;
1722;4,5;0,06;0,162;561,9;
1722,5;3,2;0,069;0,215;561,7;
1723;3,2;0,037;0,174;561,6;
1723,5;3,1;0,051;0,138;561,5;
1724;3,4;0,044;0,172;561,6;
1724,5;5;0,084;0,185;561,5;
1725;3;0,046;0,172;561,4;
1725,5;1,5;0,067;0,176;561,5;
1726;2,7;0,061;0,167;561,4;
1726,5;4,2;0,046;0,16;561,4;
1727;5,2;0,046;0,194;561,2;
1727,5;2;0,07;0,177;561,3;
1728;4,2;0,032;0,155;561,1;
1728,5;4,4;0,035;0,171;561,1;
1729;4,3;0,046;0,19;561,1;
1729,5;3,5;0,028;0,179;561;
1730;3,8;0,05;0,167;560,9;
1730,5;3,6;0,064;0,164;561;
1731;3,9;0,042;0,146;561,1;
1731,5;3,2;0,083;0,188;561,8;
1732;2,8;0,059;0,181;561,7;
1732,5;2,4;0,05;0,17;561,7;
1733;2,9;0,061;0,214;561,7;
1733,5;2,4;0,075;0,225;561,6;
1734;2,5;0,05;0,159;561,5;
1734,5;2,9;0,055;0,185;561,5;
1735;2,9;0,055;0,179;561,4;
1735,5;4,6;0,047;0,156;561,4;
1736;4,3;0,038;0,176;561,4;
1736,5;3,5;0,04;0,193;561,3;
1737;2,8;0,027;0,179;561,2;
1737,5;5,6;0,042;0,148;561,3;
1738;4,2;0,045;0,18;561,2;
1738,5;4,2;0,02;0,176;561,2;
1739;4,5;0,017;0,147;561,1;
1739,5;3,9;0,06;0,21;561,1;
1740;2,4;0,069;0,205;561,1;
1740,5;4,3;0,052;0,164;561;
1741;2,6;0,07;0,174;561,2;
1741,5;3,5;0,072;0,162;561,9;
1742;2,6;0,071;0,203;561,8;
1742,5;2,9;0,067;0,175;561,8;
1743;4,2;0,03;0,15;561,7;
1743,5;3,2;0,079;0,206;561,6;
1744;2,7;0,074;0,183;561,6;
1744,5;3,8;0,083;0,14;561,5;
1745;4,7;0,035;0,133;561,5;
1745,5;3,7;0,045;0,203;561,5;
1746;2,3;0,056;0,21;561,4;
1746,5;3,4;0,046;0,162;561,4;
1747;2,9;0,049;0,191;561,3;
1747,5;4,8;0,047;0,174;561,2;
1748;1,6;0,08;0,209;561,1;
1748,5;4,4;0,038;0,155;561,1;
1749;3,3;0,013;0,225;561,1;
1749,5;4,9;0,05;0,147;561,1;
1750;5,2;0,047;0,152;560,9;
1750,5;4,1;0,045;0,18;560,9;
1751;2,9;0,059;0,15;560,9;
1751,5;4;0,046;0,14;561,6;
1752;3,5;0,055;0,224;561,6;
1752,5;5,3;0,046;0,141;561,5;
1753;2,6;0,049;0,16;561,4;
1753,5;2,6;0,045;0,193;561,4;
1754;2,9;0,059;0,195;561,3;
1754,5;4,7;0,041;0,185;561,3;
1755;3,3;0,032;0,186;561,3;
1755,5;4,3;0,054;0,15;561,2;
1756;2,3;0,045;0,203;561,2;
1756,5;3,8;0,041;0,2;561,1;
1757;3,9;0,025;0,189;561,1;
1757,5;2,9;0,071;0,191;561,1;
1758;3;0,049;0,152;561,1;
1758,5;4,2;0,027;0,189;561;
1759;4,8;0,061;0,156;561;
1759,5;3,8;0,069;0,18;561;
1760;2,1;0,046;0,165;560,9;
1760,5;2,8;0,066;0,179;560,8;
1761;2,8;0,071;0,196;561;
1761,5;3,3;0,056;0,171;561,7;
1762;4,3;0,061;0,174;561,8;
1762,5;4,9;0,041;0,15;561,6;
1763;6,1;0,03;0,176;561,6;
1763,5;3,5;0,061;0,188;561,5;
1764;5,3;0,047;0,112;561,5;
1764,5;3,6;0,052;0,176;561,5;
1765;4,8;0,059;0,165;561,4;
1765,5;3,9;0,052;0,172;561,4;
1766;4,4;0,045;0,189;561,2;
1766,5;4,8;0,042;0,126;561,2;
1767;4,8;0,054;0,18;561,2;
1767,5;4;0,061;0,174;561,1;
1768;3,6;0,062;0,181;561,1;
1768,5;4,1;0,038;0,16;561;
1769;3;0,054;0,181;561;
1769,5;5,1;0,018;0,146;560,9;
1770;3,1;0,061;0,222;560,8;
1770,5;2,2;0,05;0,195;560,8;
1771;4,9;0,06;0,113;560,9;
1771,5;3,2;0,047;0,198;561,7;
1772;3,7;0,049;0,164;561,7;
1772,5;3;0,067;0,177;561,6;
1773;3,2;0,042;0,171;561,6;
1773,5;2,7;0,04;0,175;561,5;
1774;4,1;0,071;0,174;561,5;
1774,5;3,7;0,052;0,147;561,4;
1775;2,9;0,064;0,166;561,3;
1775,5;3,3;0,057;0,186;561,3;
1776;3,9;0,035;0,17;561,3;
1776,5;3,7;0,071;0,148;561,3;
1777;2,7;0,046;0,209;561,2;
1777,5;2,7;0,078;0,179;561,1;
1778;4;0,056;0,159;561,2;
1778,5;3;0,059;0,215;561,2;
1779;2;0,035;0,203;561,1;
1779,5;5,6;0,031;0,166;561,1;
1780;3,1;0,049;0,225;561;
1780,5;3,3;0,047;0,164;561,1;
1781;3,3;0,023;0,189;561,1;
1781,5;5,3;0,032;0,166;561,7;
1782;4,4;0,072;0,154;561,8;
1782,5;3;0,06;0,175;561,7;
1783;5,3;0,036;0,154;561,6;
1783,5;2,9;0,049;0,19;561,7;
1784;2,6;0,09;0,18;561,6;
1784,5;2,1;0,09;0,199;561,5;
1785;2,2;0,067;0,166;561,5;
1785,5;5,2;0,032;0,138;561,4;
1786;3,8;0,035;0,22;561,3;
1786,5;4,4;0,031;0,138;561,3;
1787;3,8;0,042;0,185;561,3;
1787,5;4,4;0,066;0,186;561,2;
1788;3;0,04;0,189;561,1;
1788,5;4,7;0,061;0,135;561,1;
1789;3,5;0,065;0,198;561,1;
1789,5;1,6;0,081;0,194;560,9;
1790;2,2;0,074;0,174;560,9;
1790,5;4,1;0,042;0,154;560,8;
1791;2,6;0,067;0,204;561,1;
1791,5;2,3;0,04;0,213;561,8;
1792;4,1;0,04;0,159;561,8;
1792,5;3,6;0,051;0,19;561,7;
1793;2;0,035;0,217;561,7;
1793,5;3,4;0,03;0,175;561,6;
1794;3,3;0,062;0,204;561,6;
1794,5;4;0,057;0,172;561,5;
1795;2,9;0,054;0,179;561,5;
1795,5;4,8;0,038;0,122;561,4;
1796;2,7;0,064;0,222;561,3;
1796,5;2,5;0,054;0,184;561,4;
1797;4,2;0,035;0,147;561,3;
1797,5;3;0,065;0,194;561,3;
1798;5,5;0,011;0,185;561,2;
1798,5;2,2;0,078;0,209;561,1;
1799;2,4;0,057;0,164;561,1;
1799,5;4,8;0,055;0,143;561,2;
1800;2,7;0,09;0,199;561,1;
1800,5;3;0,064;0,181;561,1;
1801;5,4;0,031;0,15;561,2;
1801,5;3,5;0,044;0,169;561,9;
1802;2,8;0,069;0,183;561,9;
1802,5;2,6;0,049;0,2;561,8;
1803;3,4;0,044;0,176;561,7;
1803,5;4,1;0,041;0,183;561,7;
1804;1,7;0,079;0,172;561,7;
1804,5;4,4;0,045;0,175;561,7;
1805;3,1;0,075;0,183;561,6;
1805,5;3,1;0,046;0,186;561,5;
1806;3,2;0,061;0,164;561,5;
1806,5;3,6;0,061;0,2;561,5;
1807;3,6;0,032;0,206;561,4;
1807,5;2,7;0,069;0,155;561,3;
1808;1,4;0,074;0,188;561,2;
1808,5;3,4;0,041;0,203;561,2;
1809;4,6;0,046;0,196;561,2;
1809,5;3,5;0,037;0,161;561,1;
1810;5;0,055;0,169;561,1;
1810,5;4,5;0,061;0,151;561;
1811;3,6;0,051;0,174;561,2;
1811,5;3,9;0,066;0,177;561,9;
1812;2,4;0,037;0,196;561,8;
1812,5;4,1;0,046;0,18;561,8;
1813;4,5;0,042;0,146;561,7;
1813,5;3,3;0,047;0,183;561,6;
1814;5,4;0,035;0,145;561,6;
1814,5;6,8;0,022;0,128;561,5;
1815;3,2;0,074;0,189;561,5;
1815,5;4,5;0,04;0,159;561,5;
1816;3,2;0,051;0,175;561,5;
1816,5;1;0,065;0,215;561,3;
1817;2,9;0,06;0,177;561,3;
1817,5;2,2;0,059;0,198;561,3;
1818;2,5;0,037;0,214;561,3;
1818,5;1,4;0,062;0,201;561,3;
1819;3,9;0,055;0,166;561,2;
1819,5;4;0,03;0,199;561,2;
1820;2,8;0,056;0,171;561,1;
1820,5;5,1;0,041;0,164;561,1;
1821;5,2;0,055;0,161;561,3;
1821,5;2,5;0,075;0,171;561,9;
1822;2,7;0,074;0,19;561,9;
1822,5;3,2;0,038;0,191;561,8;
1823;3,1;0,036;0,205;561,8;
1823,5;1,8;0,054;0,198;561,8;
1824;2,2;0,071;0,201;561,7;
1824,5;3,1;0,066;0,181;561,6;
1825;2,1;0,056;0,199;561,5;
1825,5;2,4;0,051;0,164;561,5;
1826;3,4;0,045;0,196;561,5;
1826,5;3,3;0,037;0,186;561,4;
1827;3;0,052;0,177;561,4;
1827,5;4;0,06;0,142;561,2;
1828;4,5;0,052;0,17;561,2;
1828,5;3,6;0,036;0,17;561,1;
1829;6,1;0,023;0,13;561,1;
1829,5;3,9;0,059;0,184;561,1;
1830;2,8;0,08;0,175;561;
1830,5;3,6;0,086;0,152;561;
1831;3;0,061;0,199;561,1;
1831,5;2,8;0,05;0,175;561,9;
1832;4,4;0,041;0,171;561,8;
1832,5;3,6;0,08;0,21;561,7;
1833;1,8;0,064;0,166;561,7;
1833,5;2,4;0,055;0,19;561,6;
1834;3,5;0,065;0,184;561,6;
1834,5;3,8;0,059;0,18;561,5;
1835;3,2;0,035;0,195;561,5;
1835,5;3,9;0,02;0,145;561,4;
1836;3,8;0,067;0,201;561,4;
1836,5;2,8;0,084;0,167;561,4;
1837;2,1;0,074;0,205;561,2;
1837,5;2,7;0,04;0,185;561,3;
1838;3,2;0,062;0,193;561,3;
1838,5;3;0,07;0,183;561,2;
1839;3,4;0,04;0,155;561,2;
1839,5;3,2;0,042;0,181;561,2;
1840;4,3;0,054;0,214;561,1;
1840,5;3,7;0,036;0,175;561;
1841;4,7;0,045;0,162;561,2;
1841,5;3,6;0,054;0,166;561,9;
1842;4,5;0,05;0,15;561,9;
1842,5;3,3;0,045;0,204;561,9;
1843;3,9;0,05;0,156;561,8;
1843,5;3,1;0,062;0,203;561,6;
1844;2,9;0,069;0,161;561,6;
1844,5;2,5;0,056;0,21;561,6;
1845;3,4;0,047;0,171;561,6;
1845,5;2,6;0,072;0,183;561,5;
1846;4,1;0,056;0,141;561,4;
1846,5;2;0,078;0,189;561,4;
1847;1,2;0,066;0,212;561,4;
1847,5;3;0,041;0,177;561,2;
1848;2,1;0,079;0,199;561,2;
1848,5;2;0,06;0,186;561,2;
1849;2,9;0,07;0,176;561,1;
1849,5;2;0,061;0,21;561,1;
1850;2,6;0,069;0,165;561;
1850,5;3,8;0,065;0,159;561;
1851;3,1;0,072;0,215;561,2;
1851,5;3,6;0,061;0,152;561,9;
1852;2,7;0,06;0,164;561,8;
1852,5;2,9;0,033;0,204;561,8;
1853;4,8;0,066;0,142;561,7;
1853,5;4;0,062;0,164;561,6;
1854;2,4;0,059;0,189;561,7;
1854,5;3,8;0,074;0,184;561,5;
1855;4,9;0,049;0,17;561,6;
1855,5;3,2;0,061;0,157;561,5;
1856;4,7;0,037;0,172;561,4;
1856,5;3,5;0,045;0,176;561,3;
1857;3,4;0,028;0,219;561,4;
1857,5;4,6;0,052;0,151;561,3;
1858;4,9;0,028;0,167;561,3;
1858,5;4,1;0,047;0,164;561,3;
1859;3,5;0,06;0,181;561,2;
1859,5;4,6;0,047;0,174;561,2;
1860;2,8;0,051;0,186;561,1;
1860,5;3,9;0,041;0,152;561,1;
1861;4,6;0,051;0,162;561,3;
1861,5;4,8;0,041;0,169;561,8;
1862;3,9;0,057;0,179;561,8;
1862,5;2,8;0,045;0,16;561,8;
1863;3,6;0,051;0,209;561,7;
1863,5;4,1;0,026;0,165;561,7;
1864;4,1;0,03;0,21;561,6;
1864,5;2,5;0,05;0,184;561,6;
1865;1;0,084;0,19;561,5;
1865,5;3,5;0,062;0,194;561,5;
1866;3,6;0,041;0,179;561,4;
1866,5;3,5;0,081;0,185;561,4;
1867;3,8;0,059;0,169;561,3;
1867,5;3,6;0,05;0,16;561,2;
1868;3;0,045;0,185;561,2;
1868,5;2,3;0,094;0,19;561,2;
1869;3,1;0,051;0,181;561,1;
1869,5;3,2;0,057;0,191;561;
1870;2,4;0,057;0,184;560,9;
1870,5;2,3;0,042;0,204;561;
1871;4,7;0,036;0,165;561,2;
1871,5;4,4;0,037;0,205;561,9;
1872;2,3;0,054;0,167;561,8;
1872,5;3,2;0,067;0,172;561,7;
1873;3;0,046;0,179;561,7;
1873,5;3,1;0,055;0,209;561,6;
1874;2,1;0,066;0,191;561,6;
1874,5;5;0,032;0,146;561,7;
1875;4,8;0,046;0,16;561,5;
1875,5;3,2;0,052;0,184;561,4;
1876;3,2;0,041;0,204;561,4;
1876,5;3,7;0,051;0,183;561,4;
1877;4,4;0,051;0,148;561,4;
1877,5;3,4;0,054;0,2;561,3;
1878;5,5;0,055;0,137;561,2;
1878,5;2,4;0,055;0,191;561,2;
1879;2,8;0,04;0,167;561,2;
1879,5;3,8;0,042;0,161;561,1;
1880;4,2;0,071;0,193;561,1;
1880,5;3,6;0,066;0,162;561,1;
1881;2;0,059;0,161;561,2;
1881,5;3,3;0,055;0,203;562;
1882;5,1;0,049;0,133;561,8;
1882,5;4,4;0,044;0,177;561,8;
1883;2,2;0,051;0,195;561,7;
1883,5;3,3;0,023;0,155;561,7;
1884;4,1;0,037;0,194;561,6;
1884,5;3,4;0,064;0,223;561,6;
1885;2,9;0,051;0,164;561,5;
1885,5;3,7;0,071;0,156;561,5;
1886;3,8;0,07;0,19;561,4;
1886,5;3,8;0,022;0,18;561,4;
1887;2,6;0,044;0,175;561,3;
1887,5;4,4;0,051;0,186;561,3;
1888;3,8;0,038;0,165;561,2;
1888,5;2,7;0,056;0,203;561,1;
1889;1,1;0,055;0,186;561,1;
1889,5;2,4;0,054;0,195;561,1;
1890;1,7;0,086;0,186;561;
1890,5;3,1;0,056;0,171;560,9;
1891;3;0,054;0,217;561,1;
1891,5;3;0,054;0,18;561,9;
1892;1,9;0,062;0,195;561,9;
1892,5;3,2;0,035;0,176;561,8;
1893;3,8;0,055;0,194;561,8;
1893,5;2,7;0,042;0,18;561,7;
1894;4,7;0,05;0,164;561,6;
1894,5;4,8;0,054;0,145;561,6;
1895;3,1;0,045;0,188;561,6;
1895,5;4,5;0,057;0,16;561,5;
1896;2;0,075;0,195;561,5;
1896,5;1,6;0,083;0,199;561,4;
1897;3,4;0,046;0,193;561,4;
1897,5;3,2;0,052;0,21;561,4;
1898;3,5;0,055;0,157;561,4;
1898,5;2,8;0,052;0,171;561,3;
1899;4,2;0,059;0,161;561,3;
1899,5;2,6;0,032;0,217;561,3;
1900;3,7;0,041;0,155;561,2;
1900,5;3,7;0,066;0,177;561,1;
1901;3,1;0,047;0,186;561,4;
1901,5;3,2;0,045;0,164;561,9;
1902;4;0,059;0,159;561,9;
1902,5;2;0,052;0,201;561,8;
1903;2,4;0,07;0,199;561,8;
1903,5;3,2;0,062;0,154;561,8;
1904;1,4;0,061;0,248;561,7;
1904,5;3,7;0,044;0,165;561,6;
1905;2,6;0,049;0,17;561,6;
1905,5;4,2;0,035;0,183;561,6;
1906;2,8;0,042;0,185;561,5;
1906,5;3,7;0,069;0,177;561,4;
1907;4,4;0,05;0,167;561,4;
1907,5;4,5;0,031;0,156;561,3;
1908;4;0,041;0,174;561,3;
1908,5;2,3;0,051;0,195;561,2;
1909;2,1;0,052;0,195;561,2;
1909,5;4;0,046;0,177;561,1;
1910;3,4;0,042;0,198;561;
1910,5;2,9;0,052;0,191;561;
1911;6;0,011;0,111;561,2;
1911,5;4,8;0,049;0,19;562;
1912;4,5;0,061;0,157;561,9;
1912,5;2,4;0,07;0,18;561,8;
1913;4,3;0,044;0,155;561,8;
1913,5;4,6;0,061;0,198;561,7;
1914;3,1;0,04;0,185;561,6;
1914,5;2,7;0,064;0,165;561,7;
1915;2,5;0,065;0,174;561,5;
1915,5;3,1;0,046;0,199;561,5;
1916;2,1;0,049;0,224;561,5;
1916,5;0,9;0,109;0,235;561,4;
1917;3,3;0,044;0,151;561,4;
1917,5;2,6;0,06;0,191;561,4;
1918;1,4;0,1;0,214;561,3;
1918,5;3,6;0,045;0,184;561,3;
1919;3,5;0,051;0,204;561,2;
1919,5;4,9;0,031;0,169;561,3;
1920;5;0,03;0,169;561,2;
1920,5;3,9;0,041;0,165;561,1;
1921;3,8;0,071;0,16;561,4;
1921,5;3,9;0,051;0,175;561,9;
1922;5,2;0,03;0,159;561,9;
1922,5;5,1;0,04;0,164;561,8;
1923;3,2;0,056;0,181;561,8;
1923,5;3,8;0,05;0,146;561,7;
1924;3,5;0,056;0,193;561,6;
1924,5;3;0,047;0,206;561,6;
1925;3,6;0,059;0,174;561,6;
1925,5;4,2;0,052;0,169;561,5;
1926;2,5;0,062;0,196;561,5;
1926,5;5,6;0,022;0,142;561,4;
1927;4,7;0,049;0,19;561,4;
1927,5;4,5;0,059;0,125;561,3;
1928;3,8;0,045;0,175;561,2;
1928,5;4,8;0,055;0,193;561,2;
1929;3,8;0,045;0,169;561,1;
1929,5;3,7;0,026;0,181;561,1;
1930;4,3;0,047;0,176;561;
1930,5;3,1;0,049;0,198;560,9;
1931;2,7;0,05;0,188;561;
1931,5;1,7;0,081;0,193;561,2;
1932;3,8;0,038;0,172;561,1;
1932,5;4,8;0,038;0,196;561,1;
1933;2,5;0,047;0,176;561,1;
1933,5;2,8;0,054;0,218;561,1;
1934;3,1;0,045;0,162;561,1;
1934,5;3,4;0,051;0,177;561;
1935;3,5;0,044;0,206;560,9;
1935,5;2,5;0,052;0,188;560,8;
1936;3,9;0,046;0,128;560,7;
1936,5;3,8;0,038;0,184;560,7;
1937;4,2;0,035;0,169;560,7;
1937,5;1,5;0,055;0,191;560,7;
1938;3,7;0,065;0,177;560,7;
1938,5;3,6;0,038;0,16;560,7;
1939;3,5;0,069;0,189;560,6;
1939,5;4,3;0,069;0,167;560,5;
1940;2,7;0,067;0,19;560,6;
1940,5;2,8;0,059;0,177;560,4;
1941;2,5;0,038;0,195;560,6;
1941,5;3,1;0,044;0,195;561,1;
1942;2,2;0,074;0,206;561;
1942,5;2,6;0,051;0,189;561;
1943;2,7;0,059;0,174;560,9;
1943,5;2,8;0,069;0,205;560,9;
1944;4,2;0,016;0,185;560,9;
1944,5;3;0,05;0,205;560,7;
1945;3,5;0,035;0,142;560,7;
1945,5;3;0,045;0,204;560,7;
1946;2,4;0,07;0,176;560,7;
1946,5;4,5;0,049;0,185;560,6;
1947;3,1;0,051;0,199;560,6;
1947,5;4,9;0,037;0,138;560,5;
1948;2,9;0,042;0,185;560,4;
1948,5;2,8;0,047;0,177;560,3;
1949;2,6;0,05;0,206;560,2;
1949,5;2,7;0,044;0,189;560,3;
1950;4,2;0,051;0,164;560,3;
1950,5;3;0,057;0,203;560,2;
1951;2,7;0,074;0,183;560,3;
1951,5;3;0,069;0,191;561,2;
1952;4,2;0,038;0,17;561,2;
1952,5;2,9;0,056;0,159;561,2;
1953;2,7;0,052;0,205;561,1;
1953,5;4,3;0,052;0,185;561,1;
1954;5,1;0,016;0,162;561;
1954,5;3,6;0,042;0,186;561;
1955;2;0,084;0,189;560,9;
1955,5;2;0,075;0,198;560,8;
1956;4,1;0,047;0,171;560,8;
1956,5;4;0,051;0,146;560,7;
1957;4,3;0,061;0,175;560,7;
1957,5;3,4;0,074;0,162;560,7;
1958;2,5;0,066;0,205;560,7;
1958,5;3,8;0,046;0,167;560,5;
1959;3,9;0,052;0,15;560,6;
1959,5;4,8;0,065;0,161;560,5;
1960;3,5;0,054;0,191;560,5;
1960,5;3;0,046;0,15;560,5;
1961;1,9;0,055;0,181;560,8;
1961,5;2,7;0,075;0,169;561,7;
1962;3,3;0,071;0,198;561,5;
1962,5;4,2;0,035;0,185;561,4;
1963;3,8;0,06;0,154;561,4;
1963,5;2,5;0,046;0,164;561,4;
1964;4,6;0,051;0,179;561,3;
1964,5;2,2;0,076;0,209;561,2;
1965;2,1;0,067;0,183;561,2;
1965,5;2,8;0,049;0,162;561,1;
1966;5,1;0,038;0,191;561,1;
1966,5;1;0,065;0,232;561;
1967;4,1;0,027;0,167;561,1;
1967,5;3,3;0,036;0,191;560,9;
1968;4,3;0,028;0,179;560,9;
1968,5;3,1;0,062;0,214;560,8;
1969;2,9;0,075;0,17;560,8;
1969,5;3,3;0,079;0,167;560,7;
1970;2,1;0,084;0,167;560,7;
1970,5;4,1;0,054;0,176;560,6;
1971;3,7;0,055;0,21;560,7;
1971,5;1,8;0,076;0,169;561,1;
1972;2,2;0,069;0,16;561,1;
1972,5;2,3;0,059;0,225;561;
1973;2,2;0,051;0,214;560,9;
1973,5;3,6;0,036;0,183;560,8;
1974;2,3;0,076;0,186;560,8;
1974,5;2,7;0,072;0,172;560,7;
1975;3,5;0,064;0,191;560,7;
1975,5;3,3;0,036;0,175;560,7;
1976;3,3;0,038;0,189;560,7;
1976,5;4,6;0,017;0,17;560,6;
1977;3,5;0,032;0,185;560,6;
1977,5;5,2;0,035;0,184;560,5;
1978;1,6;0,064;0,201;560,4;
1978,5;3,4;0,049;0,16;560,4;
1979;3,4;0,051;0,212;560,4;
1979,5;2,4;0,057;0,195;560,4;
1980;3,8;0,06;0,164;560,3;
1980,5;4;0,035;0,165;560,3;
1981;2,7;0,065;0,214;560,4;
1981,5;4,3;0,037;0,165;560,9;
1982;4,5;0,025;0,196;560,7;
1982,5;5,4;0,042;0,137;560,7;
1983;3,1;0,05;0,199;560,7;
1983,5;1,9;0,049;0,241;560,7;
1984;2,1;0,052;0,15;560,6;
1984,5;4,6;0,055;0,186;560,6;
1985;2,7;0,07;0,205;560,5;
1985,5;3,3;0,069;0,145;560,5;
1986;2,4;0,055;0,16;560,3;
1986,5;3,5;0,06;0,185;560,3;
1987;2,6;0,054;0,22;560,3;
1987,5;2,3;0,032;0,208;560,3;
1988;4;0,01;0,161;560,2;
1988,5;2,3;0,059;0,208;560,1;
1989;2,5;0,06;0,213;560,1;
1989,5;2,4;0,055;0,169;560;
1990;5,2;0,038;0,14;559,9;
1990,5;2,3;0,075;0,208;559,9;
1991;3,3;0,06;0,204;560,5;
1991,5;4,4;0,03;0,152;561,6;
1992;5,1;0,047;0,14;561,5;
1992,5;4,4;0,033;0,199;561,5;
1993;4;0,061;0,152;561,5;
1993,5;2,7;0,05;0,21;561,4;
1994;2;0,078;0,19;561,3;
1994,5;4,8;0,017;0,151;561,3;
1995;4,6;0,041;0,214;561,3;
1995,5;3,9;0,051;0,172;561,2;
1996;5,6;0,021;0,136;561,1;
1996,5;4,1;0,025;0,198;561,1;
1997;4,2;0,052;0,196;561,1;
